## dioPeriod = 1.0
## burstTimestamp = 20.0
## minRssi = -97
## numMotes = 50
## otfHousekeepingPeriod = 1.0
## sixtopNoRemoveWorstCell = 0
## simDataDir = simData
## numChans = 16
## slotframeLength = 101
## squareSide = 2.0
## cpuID = 53
## sixtopPdrThreshold = 1.5
## pkPeriod = None
## sixtopHousekeepingPeriod = 1.0
## sixtopNoHousekeeping = 0
## algorithm = otf
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## startTime = 1503047839.95
## slotDuration = 0.01
## numRuns = 6
## combinationKeys = ['algorithm', 'burstTimestamp', 'numMotes', 'numPacketsBurst', 'otfThreshold']
## numPacketsBurst = 5
## otfThreshold = 0
## noInterference = 0
## gui = False


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
             0                 0          0       0          0             0              0           0     0                       0                 0              0                0                0                    0          0     0          0      0         0                  0                 0                  0            0        0        0      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0       1549.800          10     1                       0                 0              0                0                0                    3         86     0         86    111        25                  0               145                134            7      574       50      0                  5                   0                     0                   0           0
             0                 0          0       0          0             0       3345.600           2     2                       0                 0              0                0                0                    1         57     0         57     51        80                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0       4846.200           2     3                       0                 0              0                0                0                    0         82     0         82     83        58                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0       6519.000           0     4                       0                 0              0                0                0                    0         46     0         46     48        84                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0       8118.000           0     5                       0                 0              0                0                0                    0         87     0         87     89        48                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0       9815.400           2     6                       0                 0              0                0                0                    1         55     0         55     57        89                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0      11242.200           6     7                       0                 0              0                0                0                    2         82     0         82     79        52                  0                 0                179            0      574       50      0                  3                   0                     0                   0           0
             0                 0          0       0          0             0      12964.200           0     8                       0                 0              0                0                0                    0         53     0         53     53        82                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0      14661.600           0     9                       0                 0              0                0                0                    0         76     0         76     78        55                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0      16309.800           2    10                       0                 0              0                0                0                    1         55     0         55     55        76                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0      17859.600           0    11                       0                 0              0                0                0                    0         67     0         67     73        61                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0      19507.800           2    12                       0                 0              0                0                0                    1         55     0         55     58        70                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0      21180.600           4    13                       0                 0              0                0                0                    1         70     0         70     76        61                  0                 0                179            0      574       50      0                  2                   0                     0                   0           0
             0                 0          0       0          0             0      22681.200           2    14                       0                 0              0                0                0                    1         54     0         54     57        73                  0                 0                179            0      574       50      0                  1                   0                     0                   0           0
             0                 0          0       0          0             0      24378.600           5    15                       0                 0              0                0                0                    1         73     0         73     77        58                  0                 0                179            0      574       50      0                  3                   0                     0                   0           0
             0                 0          0       0          0             0      25977.600           0    16                       0                 0              0                0                0                    0         55     0         55     58        76                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0      27675.000           4    17                       0                 0              0                0                0                    1         73     0         73     73        55                  0                 0                179            0      574       50      0                  2                   0                     0                   0           0
             0                 0          0       0          0             0      29175.600           0    18                       0                 0              0                0                0                    0         55     0         55     58        76                  0                 0                179            0      574       50      0                  0                   0                     0                   0           0
            49                 1         16   1.000     17.000       207.000      32879.660          10    19                       0                 0              0                0                0                    3        102    18        102     76        32                  0                 0                179            0      574       50      0                  5                   0                     0                   0          48
             0                21         32   1.571     76.905      1677.300      42696.200          10    20                       0                 0              0                0                0                    5        141    66        141     44        32                  4                 3                181            9      574       50      0                  5                   0                     0                   0          27
