## dioPeriod = 1.0
## scheduler = none
## numMotes = 50
## otfHousekeepingPeriod = 1.0
## slotframeLength = 101
## squareSide = 2.0
## cpuID = 3
## sixtopPdrThreshold = 1.5
## pkPeriod = 16.0
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## combinationKeys = ['algorithm', 'buffer', 'burstTimestamp', 'numMotes', 'numPacketsBurst', 'otfThreshold', 'parents', 'pkPeriod', 'scheduler']
## numRuns = 3
## parents = 2
## otfThreshold = 10
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20.0
## buffer = 100
## generateIndividualSummarys = False
## simDataDir = simData
## numChans = 16
## minRssi = -97
## sixtopHousekeepingPeriod = 1.0
## numBroadcastCells = 3
## algorithm = otf
## numPacketsBurst = 25
## gui = False
## startTime = 1532408303.02
## otfEnabled = True
## slotDuration = 0.01
## overlappingBrCells = 0
## noInterference = 0


# PKTRX PKTTX appGenerated appReachesDagroot appRelayed aveHops aveHopsPackets aveLatency aveQueueDelay cellsNotGiven chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs numRandomSelections numReqCells numRx numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum rxBroadcast scheduleCollisions thReqCells topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txBroadcast txQueueFill
      0     0            0                 0          0       0              0          0             0             0              0           0     0                       0                 0              0                0                0                    0                   0           0     0          0     0          0      0         0                  0                 0                  0            0        0        0      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            155          0             0             0        123.000           0     1                       0                 0              0                0                0                    0                  33           0     0         33     0         33     33         0                  0                74                 14           12      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       1451.400           0     2                       0                 0              0                0                0                    0                  66           0     0         65     0         65     33         0                  0                 6                  7           10      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       3050.400           0     3                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       4649.400           0     4                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       6248.400           0     5                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       7847.400           0     6                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0       9446.400           0     7                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      11045.400           0     8                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      12644.400           0     9                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      14243.400           0    10                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      15842.400           0    11                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      17441.400           0    12                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      19040.400           0    13                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      20639.400           0    14                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      22238.400           0    15                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      23837.400           0    16                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      25436.400           0    17                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            141          0             0             0      27035.400           0    18                       0                 0              0                0                0                    0                  66           0     0         65     0         65      0         0                  0                 0                  5            0      220       50      0           0                  0          0                   0                     0                   0           0           0
      2  1225         1225                 2         36   1.000            141     17.500       170.762             0      33961.580          75    19                       0                 0              0                0                0                   12                  77         243    38        375    39        375     11         0                  0                 0                  5            0      220       50      0           0                 38        141                   0                     0                   0           0        1223
    122  1225            0               120        881   1.192            141     73.758      3879.671             0     202222.500        1051    20                       0                 3              0                0                0                  266                 139        1107  1039       1693  1330       1693     61        10                334                 9                  3           43      220       50      0           0                592        141                   1                     0                   0           0        1100
    316  1225            0               194        731   2.015            141    177.124      5079.713             0     355604.440         311    21                       0                 0              0                0                0                   75                 160         642  1964        930  2482        930     20        39                219                27                 10           50      207       50      0           0                164        141                   1                     0                   0           0         906
    560  1225            0               244        456   2.648            141    272.508      4428.806             0     469628.320         294    22                       0                 2              0                0                0                   59                 181         619  2664        894  3326        894     18        13                124                16                 13           48      213       50      0           0                153        141                   3                     0                   0           0         660
    815  1225            0               255        310   3.400            141    372.847      3838.886             0     562522.280         193    23                       0                 0              0                0                0                   38                 192         531  3229        764  3989        764      9        14                 74                13                 11           53      218       50      0           0                 99        141                   2                     0                   0           0         405
   1029  1225            0               214        168   4.294            141    474.112      2846.094             0     626242.820         108    24                       0                 0              0                0                0                   14                 202         366  3611        583  4416        583      6        13                 19                 8                  3           52      219       50      0           0                 56        141                   3                     0                   0           0         191
   1173  1225            0               144         80   4.806            141    567.743       821.084             0     667057.720          78    25                       0                 0              0                0                0                   10                 212         254  3835        472  4671        472      9         7                  5                16                 13           51      219       50      0           0                 40        141                   1                     0                   0           0          47
   1220  1225            0                47         12   5.426            141    664.000       415.179             0     684397.820          49    26                       0                 0              0                0                0                    2                 216         168  3894        349  4741        349      3         8                  0                 8                  1           49      219       50      0           0                 25        141                   1                     0                   0           0           0
   1220  1225            0                 0          0       0            141          0             0             0     691458.020          36    27                       0                 0              0                0                0                    4                 222          90  3894        273  4741        273      6         5                  0                 9                  8           47      219       50      0           0                 18        141                   0                     0                   0           0           0
   1220  1225            0                 0          0       0            141          0             0             0     697312.820          22    28                       0                 0              0                0                0                    1                 230          55  3894        226  4741        226      8         4                  0                15                 10           39      219       50      0           0                 11        141                   0                     0                   0           0           0
   1220  1225            0                 0          0       0            141          0             0             0     702675.620          22    29                       0                 0              0                0                0                    1                 234          38  3894        224  4741        224      4         0                  0                 9                 14           37      219       50      0           0                 11        141                   0                     0                   0           0           0
   1220  1225            0                 0          0       0            141          0             0             0     707817.020          18    30                       0                 0              0                0                0                    1                 237          30  3894        207  4741        207      3         2                  0                 5                 11            9      219       50      0           0                  9        141                   0                     0                   0           0           0
