## dioPeriod = 1.0
## startTime = 1505414100.8
## numMotes = 50
## otfHousekeepingPeriod = 1.0
## slotframeLength = 101
## squareSide = 2.0
## cpuID = 53
## sixtopPdrThreshold = 1.5
## slotDuration = 0.01
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## numRuns = 6
## parents = 2
## otfThreshold = 4
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20.0
## buffer = 5
## simDataDir = simData
## numChans = 16
## minRssi = -97
## noInterference = 0
## algorithm = otf
## numPacketsBurst = 5
## gui = False
## pkPeriod = None
## combinationKeys = ['algorithm', 'buffer', 'burstTimestamp', 'numMotes', 'numPacketsBurst', 'otfThreshold', 'parents']
## sixtopHousekeepingPeriod = 1.0


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
             0                 0          0       0          0             0              0           0     0                       0                 0              0                0                0                    0          0     0          0      0         0                  0                 0                  0            0        0        0      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0        934.800           8     1                       0                 0              0                0                0                    3         76     0         76     76         0                  0               105                 75            9      473       50      0                  4                   0                     0                   0           0
             0                 0          0       0          0             0       3099.600          12     2                       0                 0              0                0                0                    4         89     0         89     13         0                  0                 1                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0       5289.000          12     3                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0       7478.400          12     4                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0       9667.800          12     5                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0      11857.200          12     6                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0      14046.600          12     7                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0      16236.000          12     8                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
             0                 0          0       0          0             0      18425.400          12     9                       0                 0              0                0                0                    4         89     0         89      0         0                  0                 0                124            0      473       50      0                  6                   0                     0                   0           0
