## dioPeriod = 1.0
## scheduler = none
## numMotes = 50
## otfHousekeepingPeriod = 1.0
## slotframeLength = 101
## squareSide = 2.0
## cpuID = 26
## sixtopPdrThreshold = 1.5
## pkPeriod = 16.0
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## combinationKeys = ['algorithm', 'buffer', 'burstTimestamp', 'numMotes', 'numPacketsBurst', 'otfThreshold', 'parents', 'pkPeriod', 'scheduler']
## numRuns = 1
## parents = 2
## otfThreshold = 4
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20.0
## buffer = 100
## generateIndividualSummarys = False
## simDataDir = simData
## numChans = 16
## minRssi = -97
## sixtopHousekeepingPeriod = 1.0
## numBroadcastCells = 3
## algorithm = otf
## numPacketsBurst = 1
## gui = False
## startTime = 1533306732.03
## otfEnabled = True
## slotDuration = 0.01
## overlappingBrCells = 0
## noInterference = 0


# PKTRX PKTTX appGenerated appReachesDagroot appRelayed aveHops aveHopsPackets aveLatency aveQueueDelay cellsNotGiven chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs numRandomSelections numReqCells numRx numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum rxBroadcast scheduleCollisions thReqCells topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txBroadcast txQueueFill
      0     0            0                 0          0       0              0          0             0             0              0           0     0                       0                 0              0                0                0                    0                   0           0     0          0     0          0      0         0                  0                 0                  0            0        0        0      0           0                  0          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            158          0             0             0        246.000           2     1                       0                 0              0                0                0                    0                  39           0     0         39     0         39     39         0                  0                74                 13           11      196       50      0           0                  1          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       1672.800           4     2                       0                 0              0                0                0                    0                  67           0     0         67     0         67     28         0                  0                 0                 11            1      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       3321.000           4     3                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       4969.200           4     4                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       6617.400           4     5                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       8265.600           4     6                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0       9913.800           4     7                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      11562.000           4     8                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      13210.200           4     9                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      14858.400           4    10                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      16506.600           4    11                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      18154.800           4    12                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      19803.000           4    13                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      21451.200           4    14                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      23099.400           4    15                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      24747.600           4    16                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      26395.800           4    17                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      0     0            0                 0          0       0            150          0             0             0      28044.000           4    18                       0                 0              0                0                0                    0                  67           0     0         67     0         67      0         0                  0                 0                 11            0      196       50      0           0                  2          0                   0                     0                   0           0           0
      1    49           49                 1         10   1.000            150     11.000       116.000             0      31045.340           4    19                       0                 0              0                0                0                    0                  73          17    11         86    12         86      6         0                  0                 0                 11            0      196       50      0           0                  2        150                   0                     0                   0           0          48
     22    49            0                21         53   1.762            150     71.190      2012.033             0      43759.900          22    20                       0                 0              0                0                0                    2                 107          94    85        198    90        198     34         0                  0                 3                 11           11      195       50      0           0                 11        150                   0                     0                   0           0          27
     38    49            0                16         35   3.688            150    173.438       972.133             0      55019.680          22    21                       0                 0              0                0                0                    2                 117          73   136        208   144        208      9         4                  0                 9                 14           57      195       50      0           0                 11        150                   0                     0                   0           0          11
     49    49            0                11          9   5.364            150    264.545       200.393             0      62420.700          20    22                       0                 0              0                0                0                    2                 121          49   156        193   165        193      3         4                  0                 3                 18           41      195       50      0           0                 10        150                   0                     0                   0           0           0
     49    49            0                 0          0       0            150          0             0             0      66602.700          10    23                       0                 0              0                0                0                    1                 122          36   156        161   165        161      1         6                  0                 2                 16           36      195       50      0           0                  5        150                   0                     0                   0           0           0
     49    49            0                 0          0       0            150          0             0             0      70563.300          10    24                       0                 0              0                0                0                    1                 122          28   156        161   165        161      0         0                  0                 0                 15           34      195       50      0           0                  5        150                   0                     0                   0           0           0
     49    49            0                 0          0       0            150          0             0             0      74400.900           8    25                       0                 0              0                0                0                    1                 122          25   156        156   165        156      0         1                  0                 0                 15            0      195       50      0           0                  4        150                   0                     0                   0           0           0
